value,source,target,sex,year
2.825072,"Assault by sharp object","Poisoning","female",2010
.0959845,"Assault by sharp object","Fracture of face bone","female",2010
.1723758,"Assault by sharp object","Amputation of finger (excluding thumb)","female",2010
3.840354,"Assault by sharp object","Fracture of patella, tibia, fibula, or ankle","female",2010
.027526,"Assault by sharp object","Fracture of sternum or rib(s)","female",2010
.0456397,"Assault by sharp object","Non-fatal submersion","female",2010
4.491647,"Assault by sharp object","Fracture of neck of femur","female",2010
1.069004,"Assault by sharp object","Dislocation of shoulder","female",2010
.7308241,"Assault by sharp object","Fracture of pelvis","female",2010
3.218449,"Assault by sharp object","Moderate to severe traumatic brain injury","female",2010
.2381554,"Assault by sharp object","Fracture of clavicle, scapula, or humerus","female",2010
1.752425,"Assault by sharp object","Fracture of hand bone","female",2010
.9186223,"Assault by sharp object","Fracture of foot bone","female",2010
3.930274,"Assault by sharp object","Spinal cord lesion below neck level","female",2010
1.706186,"Assault by sharp object","Fracture of vertebral column","female",2010
13.4323,"Assault by sharp object","Internal hemorrhage in abdomen or pelvis","female",2010
15.95153,"Assault by sharp object","Multiple significant injuries","female",2010
.4311675,"Assault by sharp object","Fracture of radius or ulna","female",2010
95.36758,"Assault by other means","Open wound","female",2010
1.420026,"Assault by other means","Fracture of sternum or rib(s)","female",2010
1.983856,"Assault by other means","Injury to eyes (including foreign body eye)","female",2010
17.71477,"Assault by other means","Minor traumatic brain injury","female",2010
12.98437,"Assault by other means","Internal hemorrhage in abdomen or pelvis","female",2010
14.31972,"Assault by other means","Fracture of hand bone","female",2010
78.11363,"Assault by other means","Multiple significant injuries","female",2010
5.087373,"Assault by other means","Fracture of radius or ulna","female",2010
2.771003,"Assault by other means","Injured nerves","female",2010
.6483141,"Assault by other means","Crush injury","female",2010
29.76653,"Assault by other means","Contusion","female",2010
8.478454,"Assault by other means","Fracture of skull","female",2010
1.121575,"Assault by other means","Fracture of clavicle, scapula, or humerus","female",2010
7.28227,"Assault by other means","Spinal cord lesion at neck level","female",2010
5.263956,"Assault by other means","Fracture of pelvis","female",2010
2.358663,"Assault by other means","Environmental factors (e.g. temperature, pressure, electricity)","female",2010
36.01641,"Assault by other means","Fracture of neck of femur","female",2010
2.656091,"Assault by other means","Dislocation of shoulder","female",2010
24.20512,"Assault by other means","Fracture of vertebral column","female",2010
8.691689,"Assault by other means","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2010
55.90176,"Assault by other means","Poisoning","female",2010
.5816905,"Assault by other means","Dislocation of hip","female",2010
.0950711,"Assault by other means","Non-fatal submersion","female",2010
.0323548,"Assault by other means","Amputation of finger (excluding thumb)","female",2010
1.56319,"Assault by other means","Fracture of face bone","female",2010
13.61274,"Assault by other means","Fracture of femur, other than femoral neck","female",2010
11.44644,"Assault by other means","Spinal cord lesion below neck level","female",2010
1.917294,"Assault by other means","Fracture of foot bone","female",2010
.1548938,"Assault by other means","Dislocation of knee","female",2010
30.4057,"Assault by other means","Fracture of patella, tibia, fibula, or ankle","female",2010
26.05165,"Assault by other means","Moderate to severe traumatic brain injury","female",2010
25.52637,"Assault by other means","Complications of medical treatment","female",2010
4.040305,"Assault by other means","Other injuries of muscle & tendon and other dislocations","female",2010
7.652898,"Assault by other means","Burns with <20% total burned surface area","female",2010
.6982324,"Assault by other means","Severe chest Injury","female",2010
3.415836,"Unintentional firearm injuries","Dislocation of shoulder","female",2010
5.066371,"Unintentional firearm injuries","Spinal cord lesion below neck level","female",2010
.1437661,"Unintentional firearm injuries","Fracture of face bone","female",2010
.0952793,"Unintentional firearm injuries","Dislocation of knee","female",2010
9.807448,"Unintentional firearm injuries","Internal hemorrhage in abdomen or pelvis","female",2010
2.955026,"Unintentional firearm injuries","Fracture of pelvis","female",2010
.3125992,"Unintentional firearm injuries","Fracture of clavicle, scapula, or humerus","female",2010
18.2774,"Unintentional firearm injuries","Fracture of patella, tibia, fibula, or ankle","female",2010
.0972983,"Unintentional firearm injuries","Environmental factors (e.g. temperature, pressure, electricity)","female",2010
.7301103,"Unintentional firearm injuries","Burns with <20% total burned surface area","female",2010
3.773554,"Unintentional firearm injuries","Poisoning","female",2010
24.23214,"Unintentional firearm injuries","Complications of medical treatment","female",2010
.002801,"Unintentional firearm injuries","Non-fatal submersion","female",2010
1.539304,"Unintentional firearm injuries","Fracture of foot bone","female",2010
1.087559,"Unintentional firearm injuries","Other injuries of muscle & tendon and other dislocations","female",2010
.9917549,"Unintentional firearm injuries","Amputation of finger (excluding thumb)","female",2010
.0949032,"Unintentional firearm injuries","Fracture of sternum or rib(s)","female",2010
1.858474,"Unintentional firearm injuries","Injury to eyes (including foreign body eye)","female",2010
2.372928,"Unintentional firearm injuries","Injured nerves","female",2010
17.00027,"Unintentional firearm injuries","Fracture of hand bone","female",2010
3.301858,"Unintentional firearm injuries","Moderate to severe traumatic brain injury","female",2010
1.635052,"Unintentional firearm injuries","Fracture of radius or ulna","female",2010
3.359787,"Unintentional firearm injuries","Multiple significant injuries","female",2010
1.425745,"Unintentional firearm injuries","Fracture of skull","female",2010
.1455649,"Unintentional firearm injuries","Crush injury","female",2010
5.974707,"Unintentional firearm injuries","Spinal cord lesion at neck level","female",2010
2.061056,"Unintentional firearm injuries","Contusion","female",2010
5.269014,"Unintentional firearm injuries","Fracture of vertebral column","female",2010
.4929941,"Unintentional firearm injuries","Severe chest Injury","female",2010
.3292236,"Unintentional firearm injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2010
.1209703,"Unintentional firearm injuries","Dislocation of hip","female",2010
5.263014,"Unintentional firearm injuries","Fracture of femur, other than femoral neck","female",2010
15.27177,"Unintentional firearm injuries","Fracture of neck of femur","female",2010
42.42174,"Unintentional firearm injuries","Open wound","female",2010
.3738912,"Unintentional firearm injuries","Minor traumatic brain injury","female",2010
1956.457,"Other exposure to mechanical forces","Open wound","female",2010
456.5509,"Other exposure to mechanical forces","Contusion","female",2010
40.29244,"Other exposure to mechanical forces","Fracture of pelvis","female",2010
2.157426,"Other exposure to mechanical forces","Dislocation of knee","female",2010
26.6293,"Other exposure to mechanical forces","Amputation of finger (excluding thumb)","female",2010
358.9991,"Other exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle","female",2010
24.45245,"Other exposure to mechanical forces","Dislocation of shoulder","female",2010
3.207927,"Other exposure to mechanical forces","Spinal cord lesion below neck level","female",2010
73.38681,"Other exposure to mechanical forces","Multiple significant injuries","female",2010
2.342731,"Other exposure to mechanical forces","Fracture of sternum or rib(s)","female",2010
14.51274,"Other exposure to mechanical forces","Crush injury","female",2010
4.438045,"Other exposure to mechanical forces","Fracture of clavicle, scapula, or humerus","female",2010
44.83174,"Other exposure to mechanical forces","Moderate to severe traumatic brain injury","female",2010
50.29074,"Other exposure to mechanical forces","Injury to eyes (including foreign body eye)","female",2010
38.47817,"Other exposure to mechanical forces","Fracture of foot bone","female",2010
139.4134,"Other exposure to mechanical forces","Internal hemorrhage in abdomen or pelvis","female",2010
14.0543,"Other exposure to mechanical forces","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2010
17.5454,"Other exposure to mechanical forces","Poisoning","female",2010
.01569,"Other exposure to mechanical forces","Non-fatal submersion","female",2010
37.47003,"Other exposure to mechanical forces","Injured nerves","female",2010
115.7209,"Other exposure to mechanical forces","Complications of medical treatment","female",2010
12.89482,"Other exposure to mechanical forces","Burns with <20% total burned surface area","female",2010
44.10253,"Other exposure to mechanical forces","Other injuries of muscle & tendon and other dislocations","female",2010
41.56408,"Other exposure to mechanical forces","Fracture of radius or ulna","female",2010
1.259561,"Other exposure to mechanical forces","Environmental factors (e.g. temperature, pressure, electricity)","female",2010
11.33716,"Other exposure to mechanical forces","Spinal cord lesion at neck level","female",2010
4.078142,"Other exposure to mechanical forces","Severe chest Injury","female",2010
24.15179,"Other exposure to mechanical forces","Fracture of skull","female",2010
128.791,"Other exposure to mechanical forces","Fracture of neck of femur","female",2010
645.8186,"Other exposure to mechanical forces","Fracture of hand bone","female",2010
3.25174,"Other exposure to mechanical forces","Dislocation of hip","female",2010
40.10969,"Other exposure to mechanical forces","Minor traumatic brain injury","female",2010
3.215283,"Other exposure to mechanical forces","Fracture of face bone","female",2010
176.8457,"Other exposure to mechanical forces","Fracture of vertebral column","female",2010
71.97765,"Other exposure to mechanical forces","Fracture of femur, other than femoral neck","female",2010
.0210026,"Unintentional suffocation","Fracture of clavicle, scapula, or humerus","female",2010
1.255951,"Unintentional suffocation","Contusion","female",2010
4.307393,"Unintentional suffocation","Spinal cord lesion at neck level","female",2010
.6264039,"Unintentional suffocation","Amputation of finger (excluding thumb)","female",2010
